version,file,source_pdf,output_file,body_font_size_pt,annotated_lines,plain_lines,output_tokens,page_count,status,error,processed_at
v010,202611_CSCE_120_520_54652_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_520_54652.pdf"", ""202611_CSCE_120_520_54652.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_520_54652_v010.md"", ""202611_CSCE_120_520_54652_v010.md"")",11.0,56,560,7673,19,ok,,2026-03-11T01:33:55.450068
v010,202611_CSCE_120_521_54672_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_521_54672.pdf"", ""202611_CSCE_120_521_54672.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_521_54672_v010.md"", ""202611_CSCE_120_521_54672_v010.md"")",11.0,56,560,7673,19,ok,,2026-03-11T01:34:02.757923
v010,202611_CSCE_120_522_54684_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_522_54684.pdf"", ""202611_CSCE_120_522_54684.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_522_54684_v010.md"", ""202611_CSCE_120_522_54684_v010.md"")",11.0,56,560,7673,19,ok,,2026-03-11T01:34:09.189087
v010,202611_CSCE_120_550_45724_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_120_550_45724.pdf"", ""202611_CSCE_120_550_45724.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_120_550_45724_v010.md"", ""202611_CSCE_120_550_45724_v010.md"")",11.0,67,571,7950,20,ok,,2026-03-11T01:34:17.252928
v010,202611_CSCE_181_599_41801_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_181_599_41801.pdf"", ""202611_CSCE_181_599_41801.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_181_599_41801_v010.md"", ""202611_CSCE_181_599_41801_v010.md"")",11.0,135,193,4905,12,ok,,2026-03-11T01:34:34.088133
v010,202611_CSCE_206_500_41800_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_206_500_41800.pdf"", ""202611_CSCE_206_500_41800.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_206_500_41800_v010.md"", ""202611_CSCE_206_500_41800_v010.md"")",11.0,39,419,4844,13,ok,,2026-03-11T01:34:37.956093
v010,202611_CSCE_221_200_43689_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_200_43689.pdf"", ""202611_CSCE_221_200_43689.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_200_43689_v010.md"", ""202611_CSCE_221_200_43689_v010.md"")",11.0,32,391,4703,14,ok,,2026-03-11T01:34:46.948135
v010,202611_CSCE_221_500_41799_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_500_41799.pdf"", ""202611_CSCE_221_500_41799.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_500_41799_v010.md"", ""202611_CSCE_221_500_41799_v010.md"")",11.0,43,392,4789,14,ok,,2026-03-11T01:34:51.589235
v010,202611_CSCE_221_501_12343_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_501_12343.pdf"", ""202611_CSCE_221_501_12343.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_501_12343_v010.md"", ""202611_CSCE_221_501_12343_v010.md"")",11.0,32,390,4651,13,ok,,2026-03-11T01:34:59.172960
v010,202611_CSCE_221_502_54805_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_502_54805.pdf"", ""202611_CSCE_221_502_54805.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_502_54805_v010.md"", ""202611_CSCE_221_502_54805_v010.md"")",11.0,32,390,4661,13,ok,,2026-03-11T01:35:06.153277
v010,202611_CSCE_221_503_12347_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_503_12347.pdf"", ""202611_CSCE_221_503_12347.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_503_12347_v010.md"", ""202611_CSCE_221_503_12347_v010.md"")",11.0,32,390,4651,13,ok,,2026-03-11T01:35:15.663696
v010,202611_CSCE_221_504_12349_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_504_12349.pdf"", ""202611_CSCE_221_504_12349.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_504_12349_v010.md"", ""202611_CSCE_221_504_12349_v010.md"")",11.0,32,390,4651,13,ok,,2026-03-11T01:35:22.949904
v010,202611_CSCE_221_505_12350_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_505_12350.pdf"", ""202611_CSCE_221_505_12350.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_505_12350_v010.md"", ""202611_CSCE_221_505_12350_v010.md"")",11.0,32,390,4651,13,ok,,2026-03-11T01:35:32.401397
v010,202611_CSCE_221_506_12352_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_506_12352.pdf"", ""202611_CSCE_221_506_12352.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_506_12352_v010.md"", ""202611_CSCE_221_506_12352_v010.md"")",8.5,210,170,5110,9,ok,,2026-03-11T01:35:40.870279
v010,202611_CSCE_221_507_16242_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_507_16242.pdf"", ""202611_CSCE_221_507_16242.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_507_16242_v010.md"", ""202611_CSCE_221_507_16242_v010.md"")",8.5,210,170,5110,9,ok,,2026-03-11T01:35:47.176514
v010,202611_CSCE_221_508_22284_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_508_22284.pdf"", ""202611_CSCE_221_508_22284.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_508_22284_v010.md"", ""202611_CSCE_221_508_22284_v010.md"")",8.5,210,170,5110,9,ok,,2026-03-11T01:35:54.646130
v010,202611_CSCE_221_509_17004_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_509_17004.pdf"", ""202611_CSCE_221_509_17004.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_509_17004_v010.md"", ""202611_CSCE_221_509_17004_v010.md"")",11.0,62,381,5365,15,ok,,2026-03-11T01:36:01.787393
v010,202611_CSCE_221_510_14872_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_510_14872.pdf"", ""202611_CSCE_221_510_14872.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_510_14872_v010.md"", ""202611_CSCE_221_510_14872_v010.md"")",11.0,62,381,5365,15,ok,,2026-03-11T01:36:10.781401
v010,202611_CSCE_221_511_51406_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_511_51406.pdf"", ""202611_CSCE_221_511_51406.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_511_51406_v010.md"", ""202611_CSCE_221_511_51406_v010.md"")",11.0,62,381,5365,15,ok,,2026-03-11T01:36:20.078700
v010,202611_CSCE_221_512_52712_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_512_52712.pdf"", ""202611_CSCE_221_512_52712.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_512_52712_v010.md"", ""202611_CSCE_221_512_52712_v010.md"")",11.0,56,294,4692,13,ok,,2026-03-11T01:36:29.560680
v010,202611_CSCE_221_513_52713_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_513_52713.pdf"", ""202611_CSCE_221_513_52713.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_513_52713_v010.md"", ""202611_CSCE_221_513_52713_v010.md"")",11.0,45,292,4563,13,ok,,2026-03-11T01:36:36.543994
v010,202611_CSCE_221_514_52715_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_514_52715.pdf"", ""202611_CSCE_221_514_52715.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_514_52715_v010.md"", ""202611_CSCE_221_514_52715_v010.md"")",11.0,45,292,4553,13,ok,,2026-03-11T01:36:43.624900
v010,202611_CSCE_221_551_46291_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_221_551_46291.pdf"", ""202611_CSCE_221_551_46291.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_221_551_46291_v010.md"", ""202611_CSCE_221_551_46291_v010.md"")",11.0,43,363,4673,13,ok,,2026-03-11T01:36:50.833395
v010,202611_CSCE_222_200_58340_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_222_200_58340.pdf"", ""202611_CSCE_222_200_58340.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_222_200_58340_v010.md"", ""202611_CSCE_222_200_58340_v010.md"")",11.0,34,339,4868,15,ok,,2026-03-11T01:37:03.276378
v010,202611_CSCE_222_500_46464_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_222_500_46464.pdf"", ""202611_CSCE_222_500_46464.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_222_500_46464_v010.md"", ""202611_CSCE_222_500_46464_v010.md"")",11.0,180,194,4805,12,ok,,2026-03-11T01:37:08.611378
v010,202611_CSCE_222_501_15322_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_222_501_15322.pdf"", ""202611_CSCE_222_501_15322.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_222_501_15322_v010.md"", ""202611_CSCE_222_501_15322_v010.md"")",11.0,43,416,4756,15,ok,,2026-03-11T01:37:13.878939
v010,202611_CSCE_222_502_15328_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_222_502_15328.pdf"", ""202611_CSCE_222_502_15328.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_222_502_15328_v010.md"", ""202611_CSCE_222_502_15328_v010.md"")",11.0,42,224,3641,10,ok,,2026-03-11T01:37:21.372064
v010,202611_CSCE_222_503_58327_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_222_503_58327.pdf"", ""202611_CSCE_222_503_58327.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_222_503_58327_v010.md"", ""202611_CSCE_222_503_58327_v010.md"")",11.0,43,355,5191,13,ok,,2026-03-11T01:37:26.292987
v010,202611_CSCE_222_551_45726_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_222_551_45726.pdf"", ""202611_CSCE_222_551_45726.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_222_551_45726_v010.md"", ""202611_CSCE_222_551_45726_v010.md"")",11.0,87,378,5198,15,ok,,2026-03-11T01:37:33.876324
v010,202611_CSCE_222_552_60911_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_222_552_60911.pdf"", ""202611_CSCE_222_552_60911.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_222_552_60911_v010.md"", ""202611_CSCE_222_552_60911_v010.md"")",11.0,82,369,4970,14,ok,,2026-03-11T01:37:38.670678
v010,202611_CSCE_305_550_58970_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_305_550_58970.pdf"", ""202611_CSCE_305_550_58970.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_305_550_58970_v010.md"", ""202611_CSCE_305_550_58970_v010.md"")",11.0,47,390,4945,14,ok,,2026-03-11T01:37:42.508557
v010,202611_CSCE_305_599_60970_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_305_599_60970.pdf"", ""202611_CSCE_305_599_60970.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_305_599_60970_v010.md"", ""202611_CSCE_305_599_60970_v010.md"")",11.0,46,380,4900,14,ok,,2026-03-11T01:37:50.907179
v010,202611_CSCE_310_500_27357_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_310_500_27357.pdf"", ""202611_CSCE_310_500_27357.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_310_500_27357_v010.md"", ""202611_CSCE_310_500_27357_v010.md"")",11.0,38,233,3980,10,ok,,2026-03-11T01:37:59.685111
v010,202611_CSCE_310_501_58342_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_310_501_58342.pdf"", ""202611_CSCE_310_501_58342.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_310_501_58342_v010.md"", ""202611_CSCE_310_501_58342_v010.md"")",11.0,149,231,5099,13,ok,,2026-03-11T01:38:04.466104
v010,202611_CSCE_310_550_51249_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_310_550_51249.pdf"", ""202611_CSCE_310_550_51249.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_310_550_51249_v010.md"", ""202611_CSCE_310_550_51249_v010.md"")",11.0,40,390,4852,14,ok,,2026-03-11T01:38:08.079516
v010,202611_CSCE_312_200_47676_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_200_47676.pdf"", ""202611_CSCE_312_200_47676.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_200_47676_v010.md"", ""202611_CSCE_312_200_47676_v010.md"")",11.0,191,214,4595,13,ok,,2026-03-11T01:38:18.947066
v010,202611_CSCE_312_500_37714_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_500_37714.pdf"", ""202611_CSCE_312_500_37714.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_500_37714_v010.md"", ""202611_CSCE_312_500_37714_v010.md"")",11.0,94,261,4924,13,ok,,2026-03-11T01:38:28.034261
v010,202611_CSCE_312_501_37928_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_501_37928.pdf"", ""202611_CSCE_312_501_37928.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_501_37928_v010.md"", ""202611_CSCE_312_501_37928_v010.md"")",11.0,94,261,4924,13,ok,,2026-03-11T01:38:34.997410
v010,202611_CSCE_312_502_12357_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_502_12357.pdf"", ""202611_CSCE_312_502_12357.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_502_12357_v010.md"", ""202611_CSCE_312_502_12357_v010.md"")",11.0,94,261,4924,13,ok,,2026-03-11T01:38:40.193366
v010,202611_CSCE_312_503_58343_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_503_58343.pdf"", ""202611_CSCE_312_503_58343.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_503_58343_v010.md"", ""202611_CSCE_312_503_58343_v010.md"")",11.0,94,261,4923,13,ok,,2026-03-11T01:38:48.231854
v010,202611_CSCE_312_504_27358_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_504_27358.pdf"", ""202611_CSCE_312_504_27358.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_504_27358_v010.md"", ""202611_CSCE_312_504_27358_v010.md"")",11.0,94,261,4923,13,ok,,2026-03-11T01:39:06.296233
v010,202611_CSCE_312_505_27359_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_505_27359.pdf"", ""202611_CSCE_312_505_27359.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_505_27359_v010.md"", ""202611_CSCE_312_505_27359_v010.md"")",11.0,94,261,4923,13,ok,,2026-03-11T01:39:14.243444
v010,202611_CSCE_312_506_54811_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_506_54811.pdf"", ""202611_CSCE_312_506_54811.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_506_54811_v010.md"", ""202611_CSCE_312_506_54811_v010.md"")",11.0,198,238,5564,17,ok,,2026-03-11T01:39:23.462336
v010,202611_CSCE_312_507_54812_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_507_54812.pdf"", ""202611_CSCE_312_507_54812.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_507_54812_v010.md"", ""202611_CSCE_312_507_54812_v010.md"")",11.0,198,238,5564,17,ok,,2026-03-11T01:39:31.123310
v010,202611_CSCE_312_508_58344_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_508_58344.pdf"", ""202611_CSCE_312_508_58344.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_508_58344_v010.md"", ""202611_CSCE_312_508_58344_v010.md"")",11.0,198,238,5564,17,ok,,2026-03-11T01:39:38.345233
v010,202611_CSCE_312_509_58345_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_509_58345.pdf"", ""202611_CSCE_312_509_58345.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_509_58345_v010.md"", ""202611_CSCE_312_509_58345_v010.md"")",11.0,58,265,4574,12,ok,,2026-03-11T01:39:43.154728
v010,202611_CSCE_312_510_58370_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_510_58370.pdf"", ""202611_CSCE_312_510_58370.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_510_58370_v010.md"", ""202611_CSCE_312_510_58370_v010.md"")",11.0,58,265,4575,12,ok,,2026-03-11T01:39:53.436486
v010,202611_CSCE_312_551_46293_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_312_551_46293.pdf"", ""202611_CSCE_312_551_46293.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_312_551_46293_v010.md"", ""202611_CSCE_312_551_46293_v010.md"")",11.0,165,365,6868,19,ok,,2026-03-11T01:40:01.229482
v010,202611_CSCE_313_200_17007_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_313_200_17007.pdf"", ""202611_CSCE_313_200_17007.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_313_200_17007_v010.md"", ""202611_CSCE_313_200_17007_v010.md"")",11.0,195,203,4709,12,ok,,2026-03-11T01:40:08.691125
v010,202611_CSCE_313_500_42151_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_313_500_42151.pdf"", ""202611_CSCE_313_500_42151.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_313_500_42151_v010.md"", ""202611_CSCE_313_500_42151_v010.md"")",11.0,57,355,5279,15,ok,,2026-03-11T01:40:15.361934
v010,202611_CSCE_313_501_12359_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_313_501_12359.pdf"", ""202611_CSCE_313_501_12359.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_313_501_12359_v010.md"", ""202611_CSCE_313_501_12359_v010.md"")",11.0,46,353,5141,15,ok,,2026-03-11T01:40:25.269594
v010,202611_CSCE_313_502_12360_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_313_502_12360.pdf"", ""202611_CSCE_313_502_12360.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_313_502_12360_v010.md"", ""202611_CSCE_313_502_12360_v010.md"")",11.0,46,353,5141,15,ok,,2026-03-11T01:40:35.087433
v010,202611_CSCE_313_503_12361_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_313_503_12361.pdf"", ""202611_CSCE_313_503_12361.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_313_503_12361_v010.md"", ""202611_CSCE_313_503_12361_v010.md"")",11.0,46,353,5141,15,ok,,2026-03-11T01:40:42.053708
v010,202611_CSCE_313_505_34524_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_313_505_34524.pdf"", ""202611_CSCE_313_505_34524.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_313_505_34524_v010.md"", ""202611_CSCE_313_505_34524_v010.md"")",11.0,46,353,5141,15,ok,,2026-03-11T01:40:49.516349
v010,202611_CSCE_313_550_51247_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_313_550_51247.pdf"", ""202611_CSCE_313_550_51247.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_313_550_51247_v010.md"", ""202611_CSCE_313_550_51247_v010.md"")",11.0,268,284,6082,15,ok,,2026-03-11T01:41:01.040435
v010,202611_CSCE_314_500_54733_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_314_500_54733.pdf"", ""202611_CSCE_314_500_54733.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_314_500_54733_v010.md"", ""202611_CSCE_314_500_54733_v010.md"")",11.0,38,287,4463,12,ok,,2026-03-11T01:41:08.628307
v010,202611_CSCE_314_501_51967_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_314_501_51967.pdf"", ""202611_CSCE_314_501_51967.pdf"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_314_501_51967_v010.md"", ""202611_CSCE_314_501_51967_v010.md"")",11.0,38,287,4462,12,ok,,2026-03-11T01:41:13.823249
